Category,Product_ID,Sales_Quantity,Sales_Price,Sale_Date,Customer_ID,Supplier_ID
Clothing,580414,34,589.82,2023-09-02,BGBC,WWY
Groceries,109766,3,730.36,2023-09-02,BADA,WYZ
Electronics,793656,51,639.23,2024-03-25,EAAD,WXW
Electronics,641713,43,600.25,2023-05-26,CEEE,ZYZ
Home Appliances,182957,99,178.94,2023-06-28,HDFC,ZYZ
Electronics,159160,44,867.98,2024-02-24,CHCD,YYZ
Groceries,583468,96,365.0,2024-04-01,GHHA,XYX
Groceries,293083,37,957.15,2023-11-12,GABE,YYW
Home Appliances,246065,56,91.23,2024-05-10,ECBF,XWX
Clothing,425849,55,479.4,2023-10-21,AEEG,YZY
Electronics,575199,3,15.1,2023-11-22,BHHD,XYX
Groceries,220968,81,785.12,2023-09-05,DADB,XZY
Clothing,668334,35,902.12,2023-08-03,AAAB,WWX
Clothing,646632,58,437.41,2024-03-08,AEGD,XXX
Groceries,627846,59,742.26,2024-01-06,BDFD,YWY
Groceries,528684,23,99.19,2023-11-07,BCBG,XYY
Electronics,036077,45,648.33,2023-07-21,CHHC,YZZ
Clothing,550044,64,638.98,2024-01-16,FFCG,ZZY
Electronics,524487,16,998.34,2024-03-06,BAAF,YWW
Groceries,851072,29,751.52,2024-04-15,DFAF,XYZ
Clothing,189471,66,216.51,2024-02-01,HFAB,WYX
Clothing,390242,17,723.65,2023-10-13,CEHH,YYZ
Home Appliances,478150,29,500.87,2024-05-03,EDAG,YZZ
Clothing,490150,56,263.16,2023-12-16,EGEA,ZZX
Groceries,603378,5,456.35,2023-10-20,ECDA,ZYW
Electronics,961397,58,434.48,2023-11-30,GDAB,ZYX
Groceries,868273,1,221.58,2024-01-14,ABAA,YYW
Electronics,193169,35,537.9,2024-02-01,FDDF,WWY
Electronics,076473,22,631.19,2023-11-24,CAAF,XZZ
Electronics,391191,5,722.93,2023-10-15,CEHH,YZX
Electronics,227399,11,839.95,2024-01-15,CGEC,YYW
Clothing,135685,63,791.97,2024-02-21,DGAE,ZWW
Groceries,460468,36,505.7,2024-02-10,FGAF,WWY
Electronics,575183,49,968.07,2024-03-22,AHDF,ZWZ
Clothing,383714,84,438.25,2024-03-13,HDAG,YXY
Electronics,187467,58,309.39,2023-08-15,HFHF,WWY
Electronics,357710,53,211.17,2024-04-05,ACFD,XYY
Groceries,752853,3,89.87,2024-02-05,ACAB,ZWW
Electronics,883191,2,676.94,2023-07-02,HFDC,XXX
Clothing,961456,65,594.85,2024-04-11,CHDB,YWW
Electronics,516752,79,970.52,2023-09-26,AHHF,WZZ
Electronics,686146,39,78.55,2023-08-23,DBEC,WZX
Electronics,603415,98,46.52,2023-11-30,HEBE,XZX
Electronics,236193,67,540.7,2024-02-17,BGFG,ZXY
Clothing,250594,40,220.05,2023-06-18,HCEG,ZZY
Groceries,545250,50,73.84,2023-11-08,HEAE,ZYX
Clothing,849209,79,733.32,2023-06-21,CGEE,XYZ
Home Appliances,729151,73,718.94,2024-04-26,HEHF,XWZ
Groceries,733092,93,43.2,2023-05-30,DGFE,WZZ
Groceries,189362,35,433.2,2023-12-11,HBFG,ZWY
Clothing,474469,8,621.62,2024-04-23,CEFE,ZXX
Electronics,772161,57,246.08,2023-05-31,HCGC,XZZ
Home Appliances,259011,71,501.55,2023-10-11,GEAB,ZXX
Electronics,143951,69,422.18,2023-08-06,EEGH,XZY
Electronics,570292,50,671.51,2024-04-14,DAGA,WXX
Groceries,034424,52,917.98,2023-10-30,CCAH,YXX
Groceries,190042,44,908.74,2023-10-07,GBDA,WYW
Groceries,824385,82,461.64,2023-07-04,FCFG,WWZ
Groceries,311130,29,310.05,2024-02-19,AEBB,ZXX
Clothing,723534,67,525.87,2023-06-22,AABA,WXY
Electronics,525715,62,700.02,2023-11-04,EFAD,YZZ
Home Appliances,663229,67,537.46,2024-05-12,AFEA,ZXW
Home Appliances,089978,36,733.77,2023-09-17,HADA,ZXW
Home Appliances,180716,89,719.82,2023-06-04,DDED,XYY
Electronics,334379,35,601.09,2023-06-01,HHGB,WWX
Groceries,700419,61,765.1,2023-08-25,BBBE,WXW
Home Appliances,804725,16,164.17,2024-02-29,GCCB,WWY
Clothing,787967,73,184.98,2023-05-31,HHHD,ZYZ
Groceries,152006,19,580.09,2024-05-06,DDEG,WYY
Groceries,853215,52,435.35,2024-02-18,FBEC,WZZ
Clothing,083137,64,349.51,2024-03-25,DDFD,XXZ
Clothing,960565,18,62.8,2024-03-17,FDFD,XWW
Clothing,025965,69,123.92,2023-10-20,BFGF,WYZ
Electronics,268876,93,526.24,2023-12-01,GGEF,WXY
Groceries,280476,91,777.08,2024-04-05,FEGB,WYX
Electronics,554535,86,126.27,2023-08-23,HGFA,XYW
Clothing,216228,94,275.53,2023-07-18,GDEB,YYZ
Groceries,399754,14,181.97,2023-06-30,EBCF,YWX
Groceries,994621,8,874.84,2023-10-17,AFCE,XXX
Electronics,076773,29,931.86,2024-01-06,HACG,WYZ
Groceries,690350,44,723.12,2024-04-28,EEDC,WZW
Home Appliances,199273,98,834.33,2024-04-30,HGHD,WYX
Electronics,133564,93,883.42,2023-06-30,BHGH,XZZ
Electronics,363854,58,601.47,2023-10-29,DFHH,WZY
Groceries,212907,81,140.38,2023-12-24,HHHE,XWW
Clothing,184288,51,448.59,2023-09-30,EHAB,XZZ
Groceries,587621,77,691.54,2023-08-21,AGHG,ZXZ
Groceries,444054,14,967.1,2024-04-05,CFDC,YZZ
Groceries,661632,13,246.37,2024-01-17,EBGA,ZXW
Home Appliances,271633,98,845.35,2023-06-21,BHDB,ZYX
Clothing,401997,71,22.5,2024-03-20,AHHC,ZXZ
Electronics,512359,64,859.77,2024-02-18,BFAF,WZY
Home Appliances,422132,72,63.83,2024-04-29,GGDA,WXX
Electronics,717137,76,302.06,2023-08-14,AGHE,WWZ
Electronics,614802,82,396.95,2024-01-10,HHAB,YWW
Groceries,125540,75,931.08,2024-05-10,GEHE,XZX
Electronics,637492,18,110.96,2023-09-21,ABBF,YZZ
Groceries,078211,89,654.35,2024-02-14,CBCC,XXZ
Clothing,787237,93,303.34,2024-01-24,GEHA,YWW
Groceries,352627,84,584.2,2024-04-09,FGGC,YZW
Groceries,949297,5,331.42,2024-03-27,HBAB,ZZX
Clothing,777422,91,232.57,2023-10-10,CGGG,YWY
Groceries,433398,32,498.8,2023-09-10,AECA,YYX
Clothing,346863,47,875.99,2023-05-21,FGAE,XXZ
Clothing,323813,62,940.03,2023-05-25,BGGD,YWX
Clothing,863974,88,503.84,2023-12-29,DBCE,ZWY
Groceries,385782,4,87.05,2023-06-17,FHDE,XXZ
Clothing,777383,58,69.6,2024-02-05,BECF,WZX
Groceries,330914,12,765.52,2023-08-18,CDGE,XZY
Electronics,513783,90,42.73,2024-01-28,HDCE,ZYW
Home Appliances,584121,78,655.47,2023-05-25,BDCH,WZW
Clothing,080863,62,522.14,2024-01-10,EGBA,YWX
Clothing,363236,36,114.92,2024-03-06,AEFE,WWX
Home Appliances,213153,64,267.62,2023-05-18,GFGF,YYX
Clothing,055680,87,675.5,2024-01-11,CGHG,YXW
Groceries,417764,86,907.93,2024-03-01,AABH,ZZZ
Electronics,025394,84,551.67,2023-08-15,CBGG,XYX
Groceries,007881,83,785.85,2024-04-22,FFHB,ZXX
Electronics,781115,33,234.31,2024-03-28,BHBC,WYZ
Home Appliances,123173,99,317.4,2024-05-11,HEBB,XXX
Clothing,577280,19,625.4,2024-03-11,AHED,ZXW
Groceries,738096,89,653.62,2023-12-25,AHBH,ZWZ
Clothing,071822,79,26.18,2024-01-18,EDGH,YWZ
Home Appliances,833598,21,243.88,2023-12-22,ADBD,WZW
Groceries,418033,70,712.69,2023-12-07,GGBH,ZZY
Electronics,304996,87,543.12,2024-03-22,BDGD,YYY
Groceries,727375,31,391.22,2023-08-17,HBCE,WYW
Clothing,428253,90,586.21,2023-12-14,FGDA,YYX
Groceries,209588,13,690.87,2024-04-01,EEBC,WWZ
Home Appliances,815534,76,375.3,2024-05-12,EEFA,WZX
Clothing,904374,94,49.36,2024-04-09,DHAF,ZZX
Clothing,683903,12,398.73,2024-05-06,ABFE,YZY
Home Appliances,768353,40,301.86,2024-04-07,CDHA,XWZ
Groceries,519081,67,677.28,2024-03-21,ABCC,WWW
Clothing,298800,46,207.88,2023-12-13,DCEH,XYZ
Electronics,396654,8,959.44,2024-05-12,FGFD,ZYY
Groceries,828936,42,265.88,2024-02-09,BEDA,WZY
Clothing,052275,83,917.01,2024-02-06,HBAG,YYY
Home Appliances,218439,15,281.76,2024-03-27,CEBA,XWX
Clothing,827298,42,786.17,2023-08-01,GEFH,XYZ
Clothing,147055,33,633.71,2023-07-20,BABG,ZXW
Home Appliances,376579,38,522.23,2023-09-23,DDBC,ZXW
Clothing,662184,39,737.21,2023-07-06,DGEE,WYZ
Clothing,464135,30,199.89,2023-09-22,HDGB,XZX
Electronics,044033,7,770.56,2023-05-18,ECDH,ZWX
Clothing,366677,56,743.24,2023-08-31,DDCD,YXZ
Electronics,528264,1,906.13,2023-09-28,EFEB,XYX
Electronics,402404,42,406.8,2024-01-29,BEDD,XXX
Electronics,207599,7,455.01,2023-09-18,DHFG,XZW
Clothing,500205,85,578.81,2023-12-05,BGGG,ZYX
Clothing,299076,34,448.32,2023-07-10,ABBE,WWZ
Home Appliances,108262,40,349.16,2024-04-18,HFDG,YXX
Clothing,689166,53,705.04,2023-07-28,CEHF,XZZ
Home Appliances,901299,20,470.58,2024-02-19,DEAC,XYY
Clothing,879135,60,503.63,2024-02-22,BDGE,YWX
Clothing,437730,14,53.32,2023-05-28,HCBF,WZY
Clothing,308927,32,950.72,2023-05-22,AAEA,ZZY
Clothing,608438,35,644.43,2024-03-16,BDFG,XYW
Home Appliances,787575,89,630.85,2024-03-11,EHAH,XYZ
Groceries,439281,94,158.52,2024-04-16,FCHC,YXW
Clothing,223627,92,288.75,2024-03-27,FHFF,XYX
Groceries,723975,11,66.21,2023-06-28,DBHB,YXY
Clothing,329416,76,210.07,2023-09-09,AADG,XWZ
Groceries,414153,10,974.3,2023-08-21,CEEC,ZWX
Clothing,849817,64,647.95,2024-01-24,CABG,XWY
Clothing,453177,72,188.02,2023-12-03,GHHH,ZXZ
Electronics,431895,73,96.27,2023-09-06,FCEH,XXW
Groceries,596801,46,586.22,2023-07-01,FADD,WWY
Groceries,896415,8,679.44,2023-07-30,EHFB,YYY
Clothing,268058,8,178.13,2024-03-06,ECDG,XYZ
Groceries,250361,90,623.76,2023-06-03,GHAD,ZXX
Groceries,241137,41,638.31,2024-01-15,BFDF,WYY
Clothing,422744,12,685.16,2024-04-15,AHBG,YWW
Groceries,704997,5,406.47,2024-03-30,EHAA,ZWW
Groceries,648016,98,479.81,2024-04-19,DHGA,ZWZ
Clothing,847275,84,122.45,2024-04-13,BCHA,WXX
Groceries,868975,44,437.86,2024-01-19,FADD,ZXX
Home Appliances,371855,49,621.78,2023-10-21,DDDE,XYW
Clothing,655442,53,997.18,2023-09-12,CFAA,ZZX
Groceries,016055,52,715.17,2023-11-27,EFBB,XXY
Electronics,740619,68,417.11,2023-10-30,AAAA,YWY
Electronics,887645,54,345.8,2023-11-07,GCEC,YWZ
Electronics,594452,27,18.86,2023-09-09,AHAH,ZYY
Electronics,534148,64,353.06,2023-11-03,BGAG,XYZ
Home Appliances,178636,27,218.37,2024-01-08,BEEA,YYX
Clothing,086429,60,285.29,2023-11-25,HCHB,XXW
Groceries,024168,84,869.56,2024-05-13,DGBC,ZXX
Electronics,303904,98,373.54,2024-01-13,EDDC,WWZ
Groceries,085161,18,56.07,2024-05-09,DBEE,XWX
Electronics,897207,60,470.52,2023-11-07,BDBF,WZY
Clothing,205769,49,827.89,2024-04-13,DCBD,ZXY
Home Appliances,122344,47,708.49,2023-12-23,ACEG,WYY
Electronics,526775,2,907.86,2023-08-01,DGGD,XZX
Home Appliances,730864,40,344.01,2023-06-26,EHHC,XZZ
Electronics,387270,67,87.24,2023-10-26,EFDG,ZZZ
Groceries,282818,56,493.52,2023-07-04,DHHF,WWY
Groceries,041908,41,199.36,2023-10-22,HBHB,ZZW
Home Appliances,264927,28,299.29,2023-10-12,EBDB,XXZ
Electronics,414565,91,526.56,2024-05-12,DDBE,WYY
Groceries,577651,6,151.9,2024-01-28,EHGG,ZWY
Electronics,098874,97,638.74,2023-08-03,HFCF,YWX
Electronics,745649,57,684.3,2024-01-20,HECC,YWY
Home Appliances,149270,11,965.17,2023-09-08,BGBH,XZW
Groceries,079515,94,147.18,2024-03-19,BCBG,XZY
Groceries,098244,63,20.05,2024-03-08,GDDD,XYY
Electronics,834668,32,26.77,2023-11-18,FEBH,WYZ
Home Appliances,810547,45,664.98,2023-07-11,EGEE,WWY
Clothing,136840,50,89.26,2023-11-24,DADD,WXW
Clothing,174440,64,279.84,2024-04-28,GBCG,YYZ
Electronics,212264,96,768.34,2023-06-18,CHDE,YXY
Clothing,905183,37,155.88,2023-11-18,GEAD,XXZ
Home Appliances,376250,3,111.83,2023-11-10,ADDG,WWW
Home Appliances,501468,28,318.42,2024-01-19,FBFH,WZY
Electronics,543908,63,649.99,2023-09-01,FHBA,ZZX
Groceries,808903,66,681.94,2023-08-04,CAAH,WWW
Electronics,832267,63,893.41,2023-05-31,CCHH,WZW
Groceries,077571,72,541.09,2023-12-28,AAFF,XYY
Groceries,778989,54,335.82,2023-09-08,FHCE,ZZZ
Electronics,677097,13,696.64,2023-07-06,EBEC,XWY
Groceries,209085,38,232.74,2023-08-31,GHAC,ZZZ
Home Appliances,720214,49,80.14,2023-07-15,BAGF,ZZX
Groceries,524540,30,358.51,2023-05-28,HHFC,XYY
Groceries,254471,4,718.45,2023-08-08,DDCC,XZY
Groceries,901268,16,598.63,2023-07-13,HCDB,ZZZ
Home Appliances,544041,64,599.43,2024-02-05,FEBE,XZZ
Electronics,190144,78,108.02,2023-06-03,GEBC,YYZ
Clothing,540756,54,27.72,2023-07-09,GAED,WXX
Electronics,416954,8,187.83,2024-01-25,DGAE,WZX
Home Appliances,541771,26,536.49,2024-03-24,HBHA,YWX
Clothing,722335,99,212.4,2024-01-15,AAHD,XXX
Electronics,135069,37,923.75,2024-03-27,EECH,YWZ
Groceries,132434,2,173.4,2023-11-17,HCFG,WXY
Clothing,576758,32,516.99,2024-02-01,CDCD,ZXX
Electronics,465809,74,137.28,2024-01-16,HFHD,ZYY
Home Appliances,412501,87,747.56,2023-11-13,BEFD,XWX
Groceries,318274,34,530.52,2023-12-20,EBBA,YXX
Groceries,938895,36,336.73,2023-07-27,ACBE,YXX
Groceries,146566,44,66.07,2023-09-01,DFAA,YYZ
Electronics,588337,42,152.37,2023-12-21,FFGG,ZYY
Groceries,603847,16,887.18,2024-01-28,AAHH,WXY
Groceries,618944,17,524.84,2023-09-20,DEEB,YYY
Groceries,727462,67,137.95,2023-11-06,GBDA,WYW
Groceries,922430,56,868.49,2023-12-15,EBCB,WYW
Groceries,785823,67,857.71,2023-06-03,BGHD,WZZ
Groceries,077808,74,606.73,2023-12-29,EHED,XXW
Electronics,456321,54,444.8,2023-05-28,ECFF,ZYX
Electronics,726043,32,476.6,2024-01-22,ACBA,WYZ
Electronics,950334,90,485.94,2023-06-17,BFEE,XWX
Home Appliances,581552,24,562.98,2023-07-29,BHFC,YXX
Electronics,172245,82,331.23,2024-02-24,GHHA,WZZ
Electronics,533628,33,988.4,2024-01-16,GBFD,ZWX
Clothing,776482,87,144.75,2023-06-18,HEEH,YWW
Clothing,037595,44,606.03,2023-10-12,DFBF,XZY
Home Appliances,894747,92,190.91,2023-10-13,GGDB,ZXY
Electronics,834869,34,817.16,2024-01-27,BDCF,YXW
Electronics,590422,76,419.09,2023-08-22,GDBB,ZYW
Groceries,444692,15,165.16,2023-11-01,DDDD,YYX
Home Appliances,284419,87,437.79,2023-12-07,FFAC,WYZ
Electronics,068624,45,626.83,2023-08-02,FDFF,WWW
Clothing,417716,11,682.51,2023-05-26,FDBC,WXY
Home Appliances,048082,38,605.11,2024-02-04,AECD,WZX
Electronics,735872,36,746.04,2023-06-29,HGBD,WXX
Clothing,536658,47,176.46,2023-09-24,CABA,WWW
Electronics,366696,53,826.61,2024-02-18,DBGD,XXW
Groceries,415199,89,22.51,2023-09-14,DAEH,WWY
Groceries,527886,29,975.5,2023-09-21,HDFA,YZX
Electronics,741024,84,947.45,2023-08-27,CBHG,YXW
Groceries,403354,86,955.91,2023-12-11,FBCA,YYY
Groceries,115491,38,676.11,2023-10-04,AAAH,XXY
Home Appliances,440773,18,276.29,2023-06-06,DDEG,XZW
Clothing,478565,40,380.45,2023-11-06,EDHH,XWY
Groceries,012555,22,349.7,2023-11-09,BADH,WYY
Electronics,530113,25,350.23,2023-07-14,FFDB,XWZ
Home Appliances,958345,69,447.99,2024-04-19,GACG,ZXX
Groceries,408170,10,639.77,2023-08-05,DFCB,YXZ
Clothing,744162,66,452.35,2024-01-13,BBBF,YYW
Home Appliances,765162,32,831.76,2024-01-24,BAAG,YXX
Clothing,933652,2,915.29,2024-01-29,EHFE,XYY
Electronics,379953,64,260.9,2023-11-14,CGAA,ZXZ
Clothing,127828,24,978.6,2024-04-24,DDCA,ZXW
Electronics,337671,95,550.56,2024-01-10,AFFC,ZXY
Electronics,543241,43,153.92,2024-04-08,DDBC,XYX
Home Appliances,915490,22,375.56,2023-12-09,FDHH,ZWZ
Clothing,016645,52,702.21,2023-08-21,ECEG,WZY
Home Appliances,233076,83,160.6,2023-06-30,EECF,WXY
Groceries,237918,3,374.51,2023-11-21,CHCF,ZYX
Electronics,506086,1,756.28,2024-02-26,FHEG,XXX
Electronics,873608,94,244.47,2023-10-10,HBBE,WYZ
Home Appliances,702962,74,760.74,2023-08-20,GDAB,WYX
Groceries,371538,86,641.22,2023-08-20,GFCF,WZX
Home Appliances,560648,32,618.19,2023-05-25,BHGC,YZX
Electronics,526297,78,363.08,2024-05-09,EAEF,XXW
Groceries,038020,76,992.89,2023-06-26,HCFH,XZZ
Electronics,085680,30,621.21,2023-10-24,HADB,YZW
Electronics,015681,89,754.39,2023-09-21,DAHF,YWZ
Groceries,797255,46,285.79,2023-11-24,FEEB,ZXX
Home Appliances,408131,98,817.03,2023-12-08,FFFG,ZYW
Groceries,200338,66,222.96,2024-01-29,CGGH,ZXZ
Groceries,987089,83,640.81,2023-12-04,DEHG,XYZ
Groceries,832260,66,509.53,2023-05-29,EHEG,WWY
Electronics,732782,69,105.69,2023-10-29,AAAB,XXW
Clothing,969355,36,502.17,2024-05-10,CBGG,WYZ
Clothing,112304,13,159.98,2023-05-20,BGHF,ZXW
Home Appliances,412695,45,770.07,2024-04-10,GDCG,WZX
Groceries,668288,33,827.23,2023-11-18,GHFA,YZY
Electronics,146979,85,762.88,2023-08-25,DECF,XXY
Groceries,932278,54,828.43,2024-02-15,EEBA,WZW
Clothing,305965,15,620.83,2023-11-15,AAAD,XWX
Groceries,406360,73,197.81,2024-01-05,EEDF,WWZ
Home Appliances,824093,67,886.64,2024-03-06,EADA,XWZ
Electronics,695991,80,168.49,2023-08-09,BDAF,WWW
Home Appliances,775167,87,728.33,2024-04-12,HDHA,XXY
Home Appliances,336630,81,371.74,2023-10-01,FDDH,WWZ
Groceries,937955,22,21.27,2023-05-20,HEAF,ZXW
Home Appliances,414309,29,299.11,2023-12-30,ABDH,WXX
Groceries,327501,33,103.98,2023-12-24,HHHA,WYX
Clothing,680625,27,818.04,2023-05-24,CAHD,WWY
Groceries,750531,43,733.77,2024-04-22,FECA,ZYZ
Home Appliances,850654,17,795.25,2023-07-17,GGDG,WXZ
Groceries,815241,53,544.77,2024-05-12,EEEG,WZZ
Groceries,833397,26,817.71,2023-06-25,ADBF,YYZ
Groceries,327598,66,876.61,2023-05-29,GDCA,WWY
Home Appliances,115008,1,324.86,2023-06-19,DBCB,ZWZ
Groceries,191721,21,540.29,2023-10-20,EFDH,WWX
Clothing,118952,81,908.51,2023-08-01,DGFB,XYZ
Groceries,050048,59,39.34,2023-10-31,HGHB,XXY
Clothing,232980,94,348.24,2023-07-11,HBHC,WXZ
Groceries,656509,51,943.88,2024-04-21,EDAD,YZY
Electronics,669509,77,44.43,2024-03-22,BDGE,WYW
Electronics,195967,88,86.36,2023-11-22,CCFB,YXW
Clothing,820301,98,873.99,2024-01-24,FGAF,ZZY
Electronics,382224,3,157.25,2023-07-12,FGCA,ZZY
Electronics,466343,84,777.83,2023-05-31,CCAC,YYY
Home Appliances,482596,15,544.65,2024-03-29,BAFD,XZZ
Clothing,762652,86,604.86,2024-03-04,EADA,ZYZ
Home Appliances,664482,48,960.41,2024-04-19,EFHE,ZZZ
Groceries,675822,32,287.44,2024-05-11,AHAB,ZYZ
Clothing,329306,99,716.48,2023-11-20,DDCE,ZYW
Groceries,946978,29,819.15,2023-09-27,AGBC,ZWY
Home Appliances,661287,28,880.01,2023-12-09,BCEF,YXW
Home Appliances,563282,34,236.01,2023-08-17,GBDH,WWZ
Groceries,342701,25,466.83,2024-03-11,GCCE,WWX
Home Appliances,796355,94,916.18,2023-06-10,FBCH,ZWX
Home Appliances,237217,60,109.37,2024-01-21,GGAE,YWX
Groceries,786827,28,354.44,2024-01-30,HCHB,XWY
Groceries,164547,7,687.58,2023-11-19,FBEE,XYY
Electronics,237633,34,37.98,2023-08-27,GFDB,ZZW
Clothing,929671,21,541.64,2023-09-17,FEAE,YZY
Clothing,410369,29,476.95,2023-08-17,BGEB,WXX
Clothing,103698,90,384.77,2024-02-13,EGAF,XYX
Groceries,105684,77,23.55,2024-03-04,CGBA,YXW
Electronics,290888,77,511.94,2023-12-24,CAHH,ZZX
Clothing,835385,9,223.07,2024-03-07,CFAH,WXX
Home Appliances,974931,60,195.59,2023-09-12,EBBG,ZWW
Clothing,672278,12,680.85,2023-11-22,CECD,WZY
Groceries,388839,4,921.94,2024-04-21,DBDA,ZZZ
Electronics,566611,8,156.26,2023-09-04,ABCE,XYW
Electronics,874138,80,434.86,2023-10-22,ABGF,YZZ
Electronics,682521,84,278.38,2024-01-06,BEHD,XZZ
Groceries,202002,4,16.08,2023-10-03,AEFD,WYZ
Clothing,276008,62,934.63,2023-07-17,GHAB,ZXW
Groceries,769820,48,471.12,2023-06-18,EABF,XWW
Clothing,211069,66,207.27,2024-02-22,HAED,ZXW
Electronics,336101,31,371.39,2024-05-05,FGBD,ZZY
Clothing,297908,41,53.03,2023-12-12,DAAC,YYY
Clothing,048117,39,784.66,2024-03-27,ACHF,XZX
Electronics,546129,41,40.42,2023-08-06,GEDD,ZXW
Clothing,729317,39,511.94,2023-08-06,AGGA,XYX
Electronics,164878,98,697.71,2023-06-30,GBAB,XZX
Groceries,787178,92,320.34,2023-11-01,EAHD,XZX
Home Appliances,489243,49,233.41,2023-07-21,FHGH,XWY
Groceries,132267,39,820.32,2024-02-18,AHAA,YZW
Clothing,782844,70,62.41,2024-04-24,CBCD,WWZ
Groceries,366823,54,433.26,2023-05-19,GBFD,ZWW
Groceries,030824,76,536.32,2023-10-07,CDAB,YZW
Electronics,462505,90,435.92,2024-04-19,AEDF,YWX
Groceries,915042,27,428.21,2023-06-18,CBHD,XYX
Groceries,258338,60,740.34,2023-07-04,ADGA,YYZ
Clothing,631444,60,133.08,2024-03-15,FEGH,YWY
Electronics,751958,49,717.76,2024-04-28,CFCH,WXZ
Clothing,159956,83,56.74,2023-12-20,HCCC,ZWZ
Groceries,247747,64,748.88,2023-07-18,HCBH,YXY
Electronics,658335,27,492.99,2023-09-28,HECB,WYZ
Clothing,615312,68,180.21,2024-01-21,FEAC,YZZ
Electronics,135805,70,369.69,2023-10-18,GBAA,YXW
Groceries,170254,90,546.91,2023-08-26,BGEG,YZY
Electronics,771765,16,877.0,2024-02-21,HDEA,XYX
Groceries,922701,84,910.28,2023-08-07,CHGB,ZXX
Electronics,751965,92,240.66,2023-10-19,CBCB,XYY
Home Appliances,474411,33,582.28,2023-12-05,BEEH,YZX
Clothing,469840,97,489.48,2023-08-08,HDHC,YXY
Electronics,456829,14,96.99,2023-11-02,GEGG,WWW
Electronics,982079,96,858.14,2023-11-06,CAFD,ZZZ
Groceries,328396,91,930.86,2023-08-23,AEAE,ZZY
Electronics,208927,42,802.83,2024-05-03,BEEC,ZWY
Groceries,104493,92,609.06,2023-10-04,GHFB,ZZY
Electronics,374348,10,51.99,2024-04-30,ABCC,WXY
Groceries,779600,20,167.62,2023-07-01,EEDB,XYX
Home Appliances,828413,12,391.31,2023-11-24,EHAA,XWX
Groceries,335264,3,189.41,2023-07-08,FHDC,ZYY
Clothing,062107,13,829.73,2023-12-28,AEAE,WXZ
Clothing,369362,63,970.17,2023-09-15,FDHD,XWX
Clothing,972134,28,490.97,2024-05-08,DGBF,XWZ
Clothing,702957,13,628.8,2024-05-03,DDCG,WXX
Home Appliances,547452,1,434.98,2023-12-25,EEHE,WZY
Groceries,544607,3,410.15,2023-06-06,CEDE,YYX
Clothing,874653,33,320.5,2024-03-17,BGEA,YYY
Home Appliances,268776,31,221.59,2023-09-30,HEHE,WZX
Home Appliances,794826,97,457.74,2023-11-05,FFCB,ZYZ
Groceries,118093,38,525.62,2023-12-14,DDDA,XWZ
Electronics,919689,60,960.58,2023-05-22,GEHE,WZY
Groceries,437689,88,735.14,2024-03-24,EEFB,XWX
Electronics,287406,44,905.0,2023-08-07,GBAH,WXX
Clothing,983225,80,440.02,2023-07-28,HAFE,YWW
Clothing,331418,78,14.13,2023-12-14,DFGB,YZX
Electronics,665066,93,573.03,2023-09-27,CAEC,ZZX
Electronics,039802,29,684.48,2023-09-20,ACCE,ZZW
Home Appliances,114220,99,138.44,2023-09-17,FHFE,YWW
Electronics,469333,30,613.37,2023-08-03,CEFA,WZW
Groceries,604919,54,461.1,2023-10-10,FBHH,XWZ
Electronics,765062,18,758.81,2023-05-28,DDHD,ZYZ
Groceries,545110,93,754.6,2023-08-11,EBGE,YYX
Clothing,362812,72,837.12,2024-04-28,DEBF,ZZY
Clothing,086649,59,782.91,2023-09-13,FCGB,YZZ
Groceries,743095,86,553.78,2023-10-23,BHFH,ZYZ
Electronics,240322,34,467.17,2023-09-29,HEBF,XWX
Home Appliances,853008,55,133.57,2024-04-28,DGGE,YZX
Home Appliances,240844,69,22.38,2023-12-28,CEHA,XWX
Home Appliances,833984,9,797.96,2024-04-03,CDDH,XXX
Electronics,532599,33,802.91,2023-12-25,DBDA,ZYX
Clothing,355962,3,771.22,2023-06-07,BDEH,ZXX
Clothing,654493,62,877.46,2023-06-19,ECAD,WWW
Electronics,656960,6,795.63,2024-03-30,CEBB,ZZZ
Clothing,043250,21,566.47,2023-06-18,AHHA,WWX
Groceries,898242,6,991.4,2024-01-06,FAGB,WYZ
Groceries,583795,94,330.08,2023-09-15,GEHD,WYZ
Groceries,981997,54,261.19,2024-01-28,HEGC,YWX
Home Appliances,888491,36,579.39,2024-03-02,GBBF,YYX
Groceries,714193,74,731.33,2023-08-05,ABDH,XYY
Home Appliances,459598,76,236.28,2024-02-18,ADDD,XZY
Clothing,538611,67,344.59,2023-06-18,FHAG,XWX
Groceries,315114,87,151.62,2024-03-03,AEDB,XWW
Clothing,116958,34,481.97,2024-01-25,FAHF,XZW
Groceries,613465,87,803.39,2023-09-13,HAGG,XZX
Electronics,143423,96,111.38,2023-11-15,HAEF,XYX
Home Appliances,015123,97,585.1,2024-04-14,HBAH,ZXX
Home Appliances,132877,28,517.59,2023-12-18,CHBB,ZZY
Electronics,631972,80,856.83,2023-07-12,DFBG,YYX
Electronics,603519,93,702.94,2023-12-07,CCEC,XZZ
Electronics,468750,27,487.55,2024-04-29,FHEC,WYY
Clothing,381639,71,852.18,2023-06-29,BECE,XWY
Electronics,710477,57,536.49,2023-11-29,GCHA,YZZ
Electronics,386166,38,365.76,2023-05-31,BEEE,WZX
